type,cityBuilding,area,years ,num_Buildings,occupancy,site_EUI,wn_Site_n_Gas_Use,wn_Site_Electricity,water_Use,target
Multifamily Housing,0,48576,85,1,100,143.9,60736.2,263337.2,4436.7,400.1
Multifamily Housing,0,98124,99,1,100,78.1,3893.2,365039.3,4900.5,573.6
Multifamily Housing,0,26155,99,1,100,117.1,27063.9,109700.3,2968.4,174.6
Multifamily Housing,0,243750,55,3,100,95.6,185623.4,1340593.6,26790,1386.1
Multifamily Housing,0,63132,99,1,100,90.8,48871.4,240854.1,4371.5,330.9
Multifamily Housing,0,76830,96,1,100,71.8,29493.2,242010.7,4818.5,355.9
Multifamily Housing,0,84037,91,1,100,126.1,39977.9,637758.7,4720,725.4
Office,0,96071,69,1,60,210.8,97817.4,3053768.8,2222.5,1406.3
Multifamily Housing,0,40573,3,1,95,69.5,10876.3,510415.2,1954.7,204.3
Multifamily Housing,0,40901,2,1,95,43,10708,195835.1,1256.8,115.2
Multifamily Housing,0,42301,3,1,95,76.8,18037.8,415400.8,667.3,218.2
Multifamily Housing,0,78660,88,1,95,70.7,48949,185803.3,2498.5,315.9
Multifamily Housing,0,49616,68,1,95,99.8,42521.7,196680.8,3867.4,284.7
Multifamily Housing,0,37815,13,1,95,61.4,10591.9,361836.9,1305.5,163
Multifamily Housing,0,122100,18,1,100,62.5,40460.9,1014999.2,3482.2,517.8
Multifamily Housing,0,246069,7,1,100,52.8,63771.9,1842036.5,7206.4,892.6
Multifamily Housing,0,32000,2,1,100,47.2,5920.9,269546.8,746.1,109.3
Multifamily Housing,0,104270,69,1,100,49.9,43674.1,239363.4,2921.9,302
Multifamily Housing,0,79210,12,1,100,86.4,31557.8,1063602.4,3642.3,480.2
Office,0,118000,99,1,100,101.9,22341.3,2869149.6,4387,947.5
Manufacturing/Industrial Plant,0,216400,97,1,100,41.8,76652.1,392703.3,2584.5,522.4
Office,0,51853,119,1,100,74,78,552640.6,1009.9,304.5
Multifamily Housing,0,31272,69,1,100,164.7,2426.3,1436822.4,642.8,428.4
Multifamily Housing,0,26964,91,1,100,95.5,22413.4,94953.1,2821.7,147
Multifamily Housing,0,15840,109,1,100,105.3,9894.8,197219.8,938.8,110.2
Multifamily Housing,0,11220,109,1,100,125.7,10770.8,99691.5,802.7,85.6
Multifamily Housing,0,811300,5,2,100,97.5,521226.1,7809011.6,1820.9,5050
Multifamily Housing,0,30792,9,1,100,38.7,3927.9,233937.5,657.9,88.5
Worship Facility,0,64450,120,2,100,103.3,54259.5,350405.8,487.5,392
Multifamily Housing,0,360498,55,1,100,82.8,215750.5,1900638.5,13479.9,1816.6
Multifamily Housing,0,174192,55,2,95,41.4,35611.5,1078090.4,6916.5,499
Multifamily Housing,0,71392,14,1,100,90.2,46003,529255.7,4070.1,400.1
Multifamily Housing,0,73692,92,1,100,122.4,80444.4,276002,6924.7,508.8
Multifamily Housing,0,64614,92,1,100,83.5,45700.7,231070.3,8101.4,312.4
Multifamily Housing,0,49400,83,1,100,90.6,37916.6,198399.6,5188.5,259.7
Multifamily Housing,0,58946,99,1,100,50.3,17972.4,338265.5,577.5,193.9
Multifamily Housing,0,48150,108,1,100,70.2,28254.1,155837.8,1435.5,196.6
Multifamily Housing,0,167000,54,2,100,87.2,119384,771413.9,11148.2,857
Multifamily Housing,0,36960,11,1,100,70.3,19074,198123.7,4425.5,159.6
Multifamily Housing,0,57500,78,1,100,70.7,32373.7,237860.7,1663.7,242.4
Multifamily Housing,0,814552,55,7,95,101.1,40780,4202928.9,102619.3,5677.2
Residence Hall/Dormitory,0,37800,58,1,100,130.2,37792.2,329865.9,2513.5,297.5
Residence Hall/Dormitory,0,47395,99,2,100,107.1,37792.2,374864.7,2513.5,310.5
Multifamily Housing,0,116897,79,1,100,23.1,6688.8,594156.4,1119.5,207.2
Multifamily Housing,0,152850,2,1,100,44.1,10348.6,1677479.1,5163.8,538.8
Multifamily Housing,0,29848,95,1,100,106.5,28014,119792,3515.2,182.3
Residence Hall/Dormitory,0,30210,109,1,80,17,1293.9,112236.1,2311.8,39.3
Worship Facility,0,37280,57,1,80,38.4,10001.2,122886.6,347.8,89.6
Multifamily Housing,0,49710,97,1,100,162.9,2980.1,278959.2,6823.5,612
Office,0,25881,130,1,95,73.7,14505.6,131100.8,196.5,115.4
Residence Hall/Dormitory,0,28140,93,1,100,85.4,20985.3,84894.9,990.4,136.9
Multifamily Housing,0,25317,99,1,100,122.6,1288.2,79260.1,2123,230.6
Multifamily Housing,0,76246,107,1,100,88.4,25030.2,1212646.8,3868.9,490.6
Residential Care Facility,0,45300,91,1,100,38.1,5626.4,326429.9,5426.4,128.1
Multifamily Housing,0,283071,31,1,100,84.8,174422.7,1869019,11738.4,1480.5
Multifamily Housing,0,109577,116,1,100,56.6,25051,1064663.4,3222.6,446.2
Office,0,101203,97,1,95,42.5,11.2,1254089.4,1729.6,364.5
Multifamily Housing,0,42348,4,1,100,44.7,5399.9,398952.7,298.8,143.6
Multifamily Housing,0,141721,66,2,100,103.1,124133.2,689732.5,374,852.1
Multifamily Housing,0,46621,99,1,100,68.5,24330.9,217106.5,1123.2,193.5
Office,0,81763,83,1,90,33.7,8.3,812328.3,1212.5,233.4
Medical Office,0,44100,68,1,85,88.7,3049.3,1034549.1,1317.8,321.5
Multifamily Housing,0,64125,92,1,100,75,34393.7,270591.8,1919.8,294
Multifamily Housing,0,44912,30,1,100,106.7,1449.9,279879.1,2025.2,362.9
Multifamily Housing,0,27150,30,1,100,109.8,19190.4,305086.8,1671.3,191.6
Multifamily Housing,0,44000,98,1,100,20.4,2411.5,191679.1,625.5,68.5
Multifamily Housing,0,162530,43,1,100,84,88946.7,1399069.8,10089.4,879.7
Multifamily Housing,0,40991,57,1,95,19.8,3250.1,142466.2,3794.9,58.6
Convention Center,0,31680,98,1,100,37.1,2503.9,266445,2751.3,91.7
Multifamily Housing,0,59400,17,1,100,84.6,38983.1,321565.1,6851.6,302.2
Multifamily Housing,0,82500,25,1,100,80.4,46386.9,584919.2,4025.3,416.2
Multifamily Housing,0,30800,93,1,100,126.4,372.8,15468.1,4124.8,288.6
Office,0,220040,98,1,10,16.5,3,798238.9,1195.4,297.2
Multifamily Housing,0,54262,93,1,100,92,28893.2,601940.8,1408.8,331.4
Multifamily Housing,0,153108,70,2,90,94,124489.5,547337.6,3304.4,824.9
Multifamily Housing,0,153108,70,2,90,94,124489.5,547337.6,3304.4,824.9
Multifamily Housing,0,30927,15,1,100,75.5,9962.1,385994,1127.5,166.1
Multifamily Housing,0,93171,19,1,100,73.1,54847.1,406380.8,5467.6,405.3
Multifamily Housing,0,29760,18,1,100,89.6,20021.6,201914.6,4114.3,163.4
Multifamily Housing,0,73640,12,1,100,86.2,50761.5,372100.9,19643.1,378.2
Multifamily Housing,0,109913,34,1,100,86.8,71975.6,674782.8,6691.3,580.8
Multifamily Housing,0,44272,34,1,100,110.3,31478,505666.5,1461.7,314.8
Multifamily Housing,0,121800,27,1,100,57.5,58738.6,343804.7,5148.1,410
Multifamily Housing,0,96075,24,1,100,89.5,70664.2,465034.7,4953.7,507.8
Multifamily Housing,0,80154,26,1,100,87.8,56019.9,430349.1,4538.4,421.1
Multifamily Housing,0,64198,30,1,100,72.1,31388.5,430763.6,2858.3,293.5
Multifamily Housing,0,29667,30,1,100,80.7,10175.1,395161.9,908.1,170.6
Multifamily Housing,0,66755,9,1,100,66.7,32791.2,365557.2,3380.4,276.4
Multifamily Housing,0,117008,90,1,100,125.2,2897.9,1318660.5,10147.3,1128.8
Multifamily Housing,0,81213,13,1,100,74.4,41616.9,560743.4,2215,382.3
Multifamily Housing,0,103921,12,1,100,67.3,51284.8,555086.4,2777.6,432.1
Distribution Center,0,97721,17,1,90,98.7,66874.3,844759.9,885.7,603.8
Office,0,27353,30,1,100,73.1,1938.5,353862.2,439.9,157.1
Multifamily Housing,0,94008,14,1,100,65.3,38747.7,645731.7,4592,397.3
Multifamily Housing,0,73221,3,1,100,63.6,26497.1,588148.9,1670.4,310.7
Multifamily Housing,0,131660,6,1,100,88.2,70031.9,1336600.2,6060.2,761.6
Multifamily Housing,0,33500,5,1,100,57.1,5781.4,383921.2,92.1,143.7
Multifamily Housing,0,1396625,84,4,100,89.8,75134.5,7838433.7,114194.5,9438.2
Multifamily Housing,0,25412,114,1,100,182.7,38681,231137.3,2877.8,271.7
Multifamily Housing,0,57996,112,1,100,119.5,62090,199888.8,4205.9,390.4
Office,0,27446,118,1,100,74.9,13570.2,203195,571.8,131.1
Hotel,0,84517,6,1,100,216.7,120527.2,1842548.5,15310,1173.1
Multifamily Housing,0,84287,33,1,100,109.3,66870.4,710933.6,5020.9,568.5
Other,0,124000,108,1,60,27.8,17473.5,699621.1,4173.6,297.4
Distribution Center,0,166000,39,1,100,110.3,125343.7,1649082.2,508.7,1152.3
Multifamily Housing,0,792248,51,3,100,63.4,283019.9,5349026.7,42832.2,3326.7
Multifamily Housing,0,37500,60,1,100,166.6,117,351227.9,5664.6,476.2
Multifamily Housing,0,63801,82,1,100,14.6,2536,197213,2428.2,70.7
Office,0,142599,117,1,100,65.9,31861.7,1806759.8,2060,694.1
Multifamily Housing,0,99238,63,1,100,104.4,71346.2,658782.6,3593.6,642.8
Multifamily Housing,0,160290,58,3,100,73.8,104637,399440.1,6369.7,672.2
Multifamily Housing,0,30364,18,1,100,83.7,21208.5,118797.2,1525.1,148.2
Multifamily Housing,0,28304,11,1,100,75.8,17105.6,123096.1,1097.4,127.5
Multifamily Housing,0,50700,91,1,100,108.9,47099.9,249539,2313.7,320.8
Multifamily Housing,0,50700,80,1,100,122.9,55085.3,234178.4,4937.1,356.3
Multifamily Housing,0,52542,109,1,100,102,46289.8,205100,2736.6,307.3
Multifamily Housing,0,42860,104,1,100,186,50304.5,858490.6,1523,516.1
Multifamily Housing,0,53926,9,1,100,102.3,41120.8,425905.1,6351.8,339.2
Multifamily Housing,0,29300,109,1,100,90.5,20760,175847.4,1447.6,160
Multifamily Housing,0,28500,119,1,100,112.3,28453.1,115200.6,2270.3,182.6
Multifamily Housing,0,103875,56,1,100,81.2,70639.1,395383.5,8849.5,491.3
Medical Office,0,36000,23,1,90,93.8,13905.5,568636.2,852.8,241.4
Multifamily Housing,0,64049,108,1,95,50.5,19601.7,362791.6,2927.1,212
Multifamily Housing,0,58000,106,1,100,109.7,40234.7,356699.4,5814,400.5
Multifamily Housing,0,47037,107,1,100,68,24392.8,198639.6,2257.6,192
Residential Care Facility,0,134259,36,1,100,87.2,95951.7,619324.2,7091.5,690.2
Multifamily Housing,0,151155,56,1,100,93.1,6735.3,790966.8,9579.6,1059.5
Multifamily Housing,0,212742,81,2,100,63.9,109522.8,772314.2,4891.9,807.7
Multifamily Housing,0,94160,56,1,100,130.4,1,981279.1,7521.7,956.6
Residential Care Facility,0,31779,46,1,100,214.9,43596.8,722100.1,4073.9,441.6
Multifamily Housing,0,120680,90,1,100,84.3,91082.1,302324.6,16943.4,573.6
Multifamily Housing,0,67114,92,1,100,85.6,46709.1,302723.2,8105.1,338.6
Multifamily Housing,0,63535,92,1,100,85.3,45972.3,242001.1,5607.3,314.6
Multifamily Housing,0,33281,9,1,80,88.9,19715,290324.6,2007,188.7
Multifamily Housing,0,69321,92,2,95,104.1,54019,474080.3,5993.5,438.9
Hospital (General Medical & Surgical),0,1638545,68,26,100,406,4703236.6,51819843.8,101418.5,41296.9
Multifamily Housing,0,33800,99,1,100,19.2,631.6,168451.6,1443,53.1
Multifamily Housing,0,49660,64,1,100,16.2,1872,180648.4,1632.2,62.4
Multifamily Housing,0,59580,58,1,100,90.5,43333.3,329349,3246.5,321.9
Multifamily Housing,0,129966,79,1,100,76.4,83585.9,438150.8,9593.9,575.8
Multifamily Housing,0,39792,101,1,100,91.1,29636.9,188509.8,373.8,213.4
Multifamily Housing,0,66824,6,1,100,54.3,27000.1,278534,1085.2,222.9
Multifamily Housing,0,155586,82,1,100,81.3,111004.7,429874.5,6068.9,720.2
Residential Care Facility,0,47500,92,1,100,136.6,54686,291630.7,5493.7,376.3
Residential Care Facility,0,31915,45,1,100,147.6,35314.3,338421.6,3750.7,287
Residential Care Facility,0,66000,58,1,100,139.4,69662.9,665779.5,4991,560.7
Manufacturing/Industrial Plant,0,40000,52,1,100,362.9,58798.3,2505119.8,2443.9,1041.3
Manufacturing/Industrial Plant,0,43800,33,1,100,53.1,18262.5,146400,87,139.4
Multifamily Housing,0,77433,89,2,100,80.4,44975.5,230233.1,990.3,375.3
Hotel,0,148609,3,1,75,130.7,147318,1376799.8,6871.6,1180.3
Manufacturing/Industrial Plant,0,44923,90,1,100,33.3,1951.9,311014.7,160.7,101.5
Multifamily Housing,0,103625,54,1,100,1110.9,1166869.6,4039,26208,6114.8
Multifamily Housing,0,48578,17,1,100,119.5,42512.6,469271.1,5819.1,359.2
Multifamily Housing,0,79897,5,1,100,86.2,41479.6,780846.4,3595.9,451.8
Multifamily Housing,0,31725,55,1,100,173.2,52941.9,102711.9,4370.5,303.3
Multifamily Housing,0,33357,4,1,100,69.3,13727.8,268638.7,2651.1,152.2
Multifamily Housing,0,73659,85,1,100,133.2,76008.4,639634.3,5703.1,590.3
Multifamily Housing,0,73660,85,1,100,88.1,46192.4,536834.4,1414,403.9
Hotel,0,91913,57,1,100,105,48162.7,1399768.1,11659.1,664.8
Multifamily Housing,0,50575,80,1,100,69.9,29672,158256.6,1883.3,205.3
Multifamily Housing,0,46182,99,1,100,113.4,22114.1,207296,6711.5,350
Multifamily Housing,0,58770,112,2,100,97.3,50061.6,208025,5683.5,326.3
Multifamily Housing,0,54675,31,1,100,94.8,37354.5,430967.9,559.3,323
Multifamily Housing,0,54779,30,1,100,79.4,33545.2,296129.9,4531.7,263
Multifamily Housing,0,79932,109,1,100,136.7,86884.9,567226.5,10806.4,643.3
Multifamily Housing,0,54516,109,1,100,112.8,50904.1,308286.8,385546,360.4
Multifamily Housing,0,76735,26,1,100,76.5,40194.1,553507.7,4397.8,372.2
Multifamily Housing,0,82000,18,1,100,86.7,50257.5,603037.7,4996.6,443.2
Multifamily Housing,0,68456,109,1,100,112.9,64680.5,385395,7125.5,453.1
Multifamily Housing,0,38400,115,1,100,185.8,65306.1,206430.9,3809.8,401.2
Multifamily Housing,0,30800,88,1,100,79.5,20945,110310.7,1541.7,142.2
Multifamily Housing,0,139554,47,1,100,19,1815,551467.7,6324,213.2
Multifamily Housing,0,67582,44,1,100,116.3,63418.4,476151.1,3063.3,468.6
Multifamily Housing,0,76300,36,1,100,61.7,32969.6,410859.1,4284.1,295.1
Multifamily Housing,0,65765,95,1,100,92.9,49761,321559.2,4074.3,360.1
Multifamily Housing,0,77000,91,1,100,85.6,52830.3,387480.8,8697.6,392.9
Multifamily Housing,0,64437,14,1,100,93.5,45607.5,416737.5,3469.5,365.5
Multifamily Housing,0,25200,14,1,100,155.1,29970.3,275141,2199,237.9
Multifamily Housing,0,43267,92,1,100,117.4,42835.2,247745,4737.4,297
Multifamily Housing,0,26670,89,1,100,67.4,14806.7,95260.6,1338.9,105.9
Multifamily Housing,0,36042,8,1,100,105,29415.4,245593.7,2863.2,227.8
Multifamily Housing,0,31200,95,1,100,107,28667,141228,3372.2,192.8
Multifamily Housing,0,36000,89,1,100,86.2,25336.8,162414.3,6728.1,182.5
Multifamily Housing,0,37600,93,1,100,77.2,25401.4,99710.9,2033.2,165.1
Multifamily Housing,0,82908,94,1,100,76.3,55925.7,202698.4,2583.1,358.2
Multifamily Housing,0,29362,80,1,100,125.2,31210.2,165110.2,4050.2,213.5
Multifamily Housing,0,37500,98,1,100,125.1,40061.1,214930.5,570.7,272.4
Multifamily Housing,0,42000,20,1,100,73.3,23175.5,224965.9,2311.5,188.1
Multifamily Housing,0,42615,25,1,100,94.4,28280.1,355935.9,2155.9,253
Multifamily Housing,0,44876,10,1,100,87.8,30487.8,277494.5,2575.5,238.8
Multifamily Housing,0,45640,109,1,100,89.1,35592,153044.5,3329.6,232.7
Multifamily Housing,0,96048,89,1,100,54.7,44404.4,226789.1,5457.5,304.5
Multifamily Housing,0,33250,88,1,100,91.1,1837.2,125335,2594.9,225.6
Multifamily Housing,0,54854,88,1,100,89.5,42325.6,188744.1,4446.4,281.6
Multifamily Housing,0,47391,91,1,100,89.1,37075.7,145767.5,4234,240.3
Multifamily Housing,0,41375,94,1,100,115.6,41256.1,195692.1,7096,275.4
Multifamily Housing,0,37383,101,1,100,122.2,38671.8,193314.3,7190.2,263.6
Multifamily Housing,0,100576,79,4,100,62.5,49425.9,382629.7,6473.2,376.1
Multifamily Housing,0,32669,99,1,95,99.3,26471.6,185720.6,2843.3,192.2
Multifamily Housing,0,42250,60,1,100,20.9,1686.5,204289.2,2351.5,69.5
Multifamily Housing,0,39590,83,1,100,90.7,30844.1,176530.9,1712.2,210.2
Multifamily Housing,0,31596,12,1,100,68.6,14142.4,217310.9,1603.5,138.8
Multifamily Housing,0,27066,109,1,100,143.1,29802.9,154880.1,2362.9,229.5
Multifamily Housing,0,43347,62,1,100,244,80588.9,751683.5,7633.9,642.9
Multifamily Housing,0,152760,57,1,100,83.3,94150.5,954735,6272.4,779.1
Multifamily Housing,0,93326,56,1,100,92.8,75335.8,377225.8,2820.2,501.9
Multifamily Housing,0,54824,119,1,100,131.2,2139.9,229607.4,3757.5,544.5
Office,0,27410,112,1,100,68,0,201850.4,178.9,145.5
Multifamily Housing,0,26800,89,1,100,115.8,1538,79322.7,272.5,229.9
Multifamily Housing,0,35100,114,1,100,72.6,21020.2,126309.5,1685.7,149.3
0n-Refrigerated Warehouse,0,151500,66,1,100,17.1,17945.3,224440,614.1,161.9
Multifamily Housing,0,53983,12,1,100,108.7,40572.4,536988,2508.2,371
Multifamily Housing,0,40500,95,1,100,23,1419.3,197531.6,3131.3,73.5
Multifamily Housing,0,28480,90,1,100,66.3,1001.7,90863.6,986.7,141.2
Office,0,614040,99,1,100,22.6,35.9,4039861.8,3391.7,1172.7
Multifamily Housing,0,615920,4,1,100,78.8,218374.5,7861688.4,2775.3,3419.7
Office,0,156500,102,1,100,57.3,34732.5,1617806.1,2370.3,651.7
Office,0,126707,3,1,100,81.7,29536.7,2164245.4,1931.5,783
Multifamily Housing,0,33100,56,1,100,109.7,857,177061.8,1185.7,274.2
Multifamily Housing,0,107701,107,1,100,94.1,88245.5,390629.5,6978.6,581.4
Office,0,25404,13,1,100,65.8,3238.2,392133.3,312.8,131.4
Multifamily Housing,0,119825,89,1,100,125.2,12469.5,762101.6,5485.2,1126
Multifamily Housing,0,164890,58,1,100,118.1,164721.6,906444,4.2,1132.1
Multifamily Housing,0,232702,51,1,100,153.7,286693.4,2020327.9,12785,2119.9
Multifamily Housing,0,427013,40,1,100,81.7,261823.5,2642624.9,20227.3,2140
0n-Refrigerated Warehouse,0,30600,89,1,80,103.6,22104.9,276331.6,1461.1,198.2
Multifamily Housing,0,32422,92,1,100,132.2,37868.5,138131.8,4060.8,243
Office,0,35778,46,1,50,44.8,3163.6,376900,420.4,125.7
Multifamily Housing,0,97902,82,1,100,90.6,77713.8,305059.1,3730.8,504.8
Multifamily Housing,0,61381,93,1,100,112.7,59891.3,295486.6,3645.3,400
Multifamily Housing,0,26964,94,3,100,91.9,287.8,72987.9,1814,185.9
Multifamily Housing,0,65278,29,2,100,33.1,15602.4,178422.5,1698.8,134.6
Multifamily Housing,0,39527,68,1,100,92.3,32107,120682.2,1750.3,207.1
Multifamily Housing,0,57826,33,1,100,112.5,31555.8,968701.6,4030.8,451.2
Multifamily Housing,0,42689,119,1,100,80.2,27989.5,181597.6,1562.5,201.5
Multifamily Housing,0,92019,13,1,100,75.6,23101,1342871.4,3582.4,516.5
Multifamily Housing,0,112518,55,1,100,69.5,59201.4,406832.2,5425.2,471.6
Multifamily Housing,0,124314,85,1,100,91.4,90366.2,501736.2,9399.3,671.9
Multifamily Housing,0,43299,99,1,100,102.5,36618.1,221952.3,5118.2,259.9
Multifamily Housing,0,34200,103,1,100,173.3,46977.3,364826,5906.9,354.7
Multifamily Housing,0,52882,106,1,100,127,56392.6,306788.8,6240.2,390.3
Multifamily Housing,0,26970,94,1,100,125.9,29117.8,136818.6,2718,195.3
Multifamily Housing,0,28279,97,1,100,144.5,35939.5,145580,2754.7,232.8
Multifamily Housing,0,33803,94,1,100,25.4,1931.3,190879.2,5078.9,66.5
Multifamily Housing,0,35340,91,1,100,96.8,30514.4,110088.7,1798.2,193.9
Multifamily Housing,0,36000,92,1,100,137.5,44667.9,134512.1,646.3,277.7
Mixed Use Property,0,90095,9,1,100,80.6,57974.8,474770.3,663174.9,363.3
Multifamily Housing,0,194918,112,6,100,90.6,50415.2,1072760.4,15495.7,1242.5
Multifamily Housing,0,51828,105,1,100,94.6,1077.7,181535.5,3111.9,372.7
Multifamily Housing,0,140389,10,1,100,58,42094.6,1137735.4,4323.7,557.4
Multifamily Housing,0,273638,8,2,100,108.6,236890.8,1720044.4,21961.3,1767.7
Multifamily Housing,0,47000,59,1,100,68.2,25648.4,182000.4,1476.3,190.2
Office,0,121500,94,1,100,83.9,60256.4,1200301.3,1726.4,671.9
0n-Refrigerated Warehouse,0,302677,47,1,100,32.1,55726.3,1174337.3,610.6,643.2
Multifamily Housing,0,29960,95,1,100,85.8,3961.5,177774,8379.5,188.8
Residential Care Facility,0,47864,48,1,100,130.8,46186.8,496845.6,7858.7,387.3
Multifamily Housing,0,65000,81,1,100,87.4,45301.6,328815.9,3111.9,338
Multifamily Housing,0,314877,3,1,100,59.4,64565.3,3593043.9,11144.5,1380.2
Multifamily Housing,0,44999,93,1,100,15.5,1192.9,168892,1647.2,55.1
Manufacturing/Industrial Plant,0,30000,60,1,80,324,30611.7,1956681.1,2276.3,726.8
Multifamily Housing,0,40745,119,1,95,54.3,17066,142174.5,844.7,133.2
Multifamily Housing,0,181111,119,1,95,92.2,131375.5,1042538.7,7915.2,1001.4
Mixed Use Property,0,60000,60,1,80,52.3,22117.4,270870.1,352.6,196
Multifamily Housing,0,56000,93,1,100,106.4,49919,272673.7,7351.1,346.4
Multifamily Housing,0,82536,79,1,100,75.4,50874.8,320011.2,2829.1,365.8
Hotel,0,71000,5,1,100,117.8,53020.5,895251.4,3599.8,541.7
Retail Store,0,60541,81,1,100,119.1,24752,1362661.9,2604,530.3
Multifamily Housing,0,2908185,56,11,100,95.9,2288000,14245661.9,113700.7,16394.6
Multifamily Housing,0,48852,88,1,100,111.7,1900.4,192576.6,5645.5,412.8
Hotel,0,70044,7,1,80,143.2,93269.7,202673.1,0,554.7
Multifamily Housing,0,95767,119,1,100,72.7,43886.4,754293,4149.3,453.1
Multifamily Housing,0,63519,13,1,100,67.8,27609.1,457532.9,2468.6,278.8
Multifamily Housing,0,55947,79,1,100,79,1539.2,213205.6,2588.3,332.7
Multifamily Housing,0,28450,109,1,100,64.8,15751.5,80910,567,106.8
Multifamily Housing,0,37960,99,1,100,185,9442.8,399576.6,5268.1,515.6
Multifamily Housing,0,159610,47,1,100,84.8,106374.4,918262.5,9052.9,819.9
Multifamily Housing,0,120000,36,1,100,84,80475.7,604869.1,7575.5,600.6
Multifamily Housing,0,86590,103,1,100,83.1,794,506501.6,3821.8,550.6
Multifamily Housing,0,45681,29,1,100,73.1,20717.8,363500.4,1799.8,217.1
Multifamily Housing,0,226518,59,1,100,64.1,78788.4,1923455.2,7598.7,981
Multifamily Housing,0,46162,12,1,100,94.8,37414,196232.7,3542,254.1
Multifamily Housing,0,36040,88,1,100,116.8,18034,96405.5,1349.5,277.7
Residential Care Facility,0,31236,62,1,100,152.1,29726.4,507752.3,2689.2,307.4
Multifamily Housing,0,328600,59,1,90,63.2,161641.8,1367751.1,9056.7,1256.6
Self-Storage Facility,0,175200,2,1,35,9.1,4544.9,322199.1,251,175.4
Multifamily Housing,0,36380,28,1,100,73.9,21931.9,149426.4,2490.7,159.2
Office,0,29318,67,1,100,80.8,10580.1,377479.8,254.3,166.9
Multifamily Housing,0,319891,88,2,100,174.1,474069.8,2355514.8,31739.1,3218.6
Hotel,0,1300000,90,1,80,45,289630.7,8574829.3,60097.9,4038.1
Office,0,44149,99,1,25,10.8,0,140186.2,216.2,40.5
Multifamily Housing,0,38064,99,1,95,199.8,46678.9,871168,3775,497.8
Multifamily Housing,0,113552,14,1,100,165.6,101322.4,2508694.3,10626,1270.1
Multifamily Housing,0,30642,92,1,100,89.5,27021.3,21733.5,3170.4,148.1
Multifamily Housing,0,34468,4,1,100,52.1,10167.5,225636,1461.7,119.6
Parking,0,41067,79,1,100,10.9,0,131282.9,50269.1,38
Hotel,0,95380,128,2,100,225.8,131368.4,2492251.4,7346.7,1413.6
Other,0,142849,3,1,100,64.9,53364.1,1137514.6,4819.7,615.6
Multifamily Housing,0,473345,31,2,100,100.2,381645.6,3012595.8,8094.1,2848.4
Fitness Center/Health Club/Gym,0,29160,92,1,100,61.5,2858.8,442031.6,397.2,142.9
Multifamily Housing,0,165222,14,1,100,82.2,67444.8,2029935.4,4084.4,940
Multifamily Housing,0,30616,103,2,100,125.9,33518,139886.8,2120.9,219.9
Multifamily Housing,0,74664,88,1,100,76.7,47881.5,263771.4,3539,333.5
Multifamily Housing,0,82946,59,1,100,92.9,63669.7,397866.4,5230.4,452.8
Multifamily Housing,0,430700,82,3,100,310.3,1192511,4665905.5,26208,7602.3
Multifamily Housing,0,171414,65,1,100,13.5,586,71587,1330.3,173.2
Medical Office,0,84973,61,1,100,59.8,18998.5,906021.8,4150.3,369.1
Multifamily Housing,0,54504,88,2,100,142.6,70004.8,251332.1,3238.3,440.7
Retail Store,0,119000,81,1,100,73.8,4147.8,2459999.8,2573.5,731.5
Office,0,30392,119,1,100,43.9,93.6,382588.4,1462.6,112.7
0n-Refrigerated Warehouse,0,42734,58,1,100,58.4,11175.5,396752,98.7,175.8
Multifamily Housing,0,50367,12,1,100,86.1,21969.5,623024.3,3780.7,298.7
Multifamily Housing,0,40600,88,1,100,111.6,6761,405408.5,1211.1,336.6
Multifamily Housing,0,34360,13,1,100,35.9,7502.8,137973,783.8,80.4
Hotel,0,48264,2,1,100,153,40181.3,981229.7,2243,498.9
Multifamily Housing,0,39583,88,1,100,114.6,24695.9,598365.6,1265.2,306.1
Multifamily Housing,0,80050,9,2,100,61.7,23607.5,744510.3,2458.7,344.9
Multifamily Housing,0,28221,13,1,100,11,1145.7,57490,1792.3,22.7
Multifamily Housing,0,66466,6,1,100,61.7,28022.7,376902.3,5224.5,258.9
Multifamily Housing,0,142500,45,1,100,95.3,109021.3,778094.9,24429.1,805
Multifamily Housing,0,155122,46,1,100,100.4,123794.8,1001204.3,10402.8,935.2
Multifamily Housing,0,143836,47,1,100,71,84350.4,546433.2,6704.8,601.9
Multifamily Housing,0,143836,47,1,100,96,123566.9,467779.2,6956.9,784.2
Multifamily Housing,0,42100,99,1,100,151.4,55788.4,232205.5,6610.5,363.7
Multifamily Housing,0,34125,90,1,100,102.6,29223.1,171298.4,2594.5,204
Multifamily Housing,0,48475,92,1,100,96.1,39379.1,201107.4,10539.3,269.9
Multifamily Housing,0,26550,102,1,100,91.4,18899.5,149318.4,1746,145.9
Multifamily Housing,0,27750,104,1,100,101.8,21344.3,188265.8,1814,170.8
Multifamily Housing,0,38964,96,1,100,116.3,39392.9,182357,3628.1,260.4
Multifamily Housing,0,30800,95,1,100,85.2,20364.1,173295.2,4089.8,158.2
Multifamily Housing,0,34857,96,1,100,97.4,26864.2,214881.9,7469.3,204.1
Multifamily Housing,0,37765,17,1,100,86.3,24676.9,237154.6,2533.7,198.7
Multifamily Housing,0,42485,17,1,100,83.8,27091.2,242055.9,5191.9,215.7
Multifamily Housing,0,25080,63,1,100,110.2,24600,88470.5,3863.6,156.3
Multifamily Housing,0,101178,40,1,100,85.3,73403.7,361575.8,21394.7,498.7
